case_id,cycle_time_minutes
838,1.6333333333333335e-09
839,7.833333333333333e-10
840,7.166666666666667e-10
841,6.833333333333334e-10
842,3.333333333333333e-10
843,1.5666666666666666e-09
844,1.0166666666666667e-09
845,1.2833333333333335e-09
846,1.8166666666666666e-09
847,6e-10
848,5.333333333333334e-10
849,1.7333333333333333e-09
850,4.833333333333333e-10
851,1.7833333333333334e-09
852,1.85e-09
853,2.0999999999999998e-09
854,4e-10
855,1.2166666666666668e-09
856,2.0333333333333333e-09
857,1.2833333333333335e-09
858,1.9666666666666665e-09
859,1.9833333333333333e-09
860,9.5e-10
861,1.0499999999999999e-09
862,1.6166666666666667e-09
863,1.1833333333333334e-09
864,1.2e-09
865,9.5e-10
866,9e-10
867,1.55e-09
868,1.1833333333333334e-09
869,1.5833333333333334e-09
870,8.666666666666667e-10
871,1.2666666666666668e-09
872,1.2333333333333334e-09
873,9.333333333333332e-10
874,6.666666666666666e-10
875,1.1e-09
876,9.833333333333332e-10
877,6e-10
878,1.0499999999999999e-09
879,6.499999999999999e-10
880,8e-10
881,9.5e-10
882,4.666666666666666e-10
883,4.666666666666666e-10
884,8.5e-10
885,4.999999999999999e-10
886,8.333333333333332e-10
887,8.666666666666667e-10
888,1.25e-09
889,7.833333333333333e-10
890,7.5e-10
891,6e-10
892,8e-10
893,1.1833333333333334e-09
894,7.666666666666667e-10
895,8.5e-10
896,7.166666666666667e-10
897,4.833333333333333e-10
898,1.1166666666666667e-09
899,2.666666666666667e-10
900,7.333333333333333e-10
901,2.1666666666666667e-10
902,6e-10
903,6.499999999999999e-10
904,5.666666666666667e-10
905,6.166666666666667e-10
906,6.666666666666666e-10
907,3.6666666666666664e-10
908,6.833333333333334e-10
909,5.333333333333334e-10
910,8.333333333333332e-10
911,4.833333333333333e-10
912,5.166666666666666e-10
913,7.333333333333333e-10
914,1.2e-09
915,8.833333333333333e-10
916,7.666666666666667e-10
917,8.833333333333333e-10
918,1.0499999999999999e-09
919,8e-10
920,9.833333333333332e-10
921,4.999999999999999e-10
922,9.5e-10
923,1.15e-09
924,6e-10
925,6.833333333333334e-10
926,6.499999999999999e-10
927,8.333333333333332e-10
928,7.5e-10
929,9.666666666666666e-10
930,7.333333333333333e-10
931,6e-10
932,5.833333333333334e-10
933,2.8333333333333334e-10
934,6.499999999999999e-10
935,6.666666666666666e-10
936,1.15e-09
937,6.499999999999999e-10
938,7e-10
939,2.4999999999999996e-10
940,5.333333333333334e-10
941,3e-10
942,5.666666666666667e-10
943,8.333333333333332e-10
944,7.333333333333333e-10
945,5.666666666666667e-10
946,7.333333333333333e-10
947,1.2999999999999999e-09
948,8.833333333333333e-10
949,4.666666666666666e-10
950,4.833333333333333e-10
951,6.166666666666667e-10
952,1.1833333333333334e-09
953,8e-10
954,1.2666666666666668e-09
955,9.333333333333332e-10
956,9.666666666666666e-10
957,1.2166666666666668e-09
